Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Ctrl [V2],"Prom
(prod. Carter Lang & The Antydote)",Track 5 on Ctrl.,3:16,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"The Weekend
(prod. ThankGod4Cody)",Track 6 on Ctrl.,4:32,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Go Gina
(prod. Ging, Carter Lang & The Antydote)",Track 7 on Ctrl.,2:41,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Garden (Say It Like Dat)
(prod. The Donuts, Bēkon, Hector Castro & Craig Balmoris)",Track 8 on Ctrl.,3:28,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Broken Clocks
(prod. ThankGod4Cody)",Track 9 on Ctrl.,3:51,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Anything
(prod. Carter Lang & The Antydote)",Track 10 on Ctrl.,2:29,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Wavy (Interlude)
(feat. James Fauntleroy) (prod. Prophit & ThankGod4Cody)",Track 11 on Ctrl.,1:15,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Normal Girl
(prod. Carter Lang)",Track 12 on Ctrl.,4:13,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Pretty Little Birds
(feat. Isaiah Rashad) (prod. The Antydote, LoveDragon & Carter Lang)",Track 13 on Ctrl.,4:05,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"20 Something
(prod. Carter Lang & The Antydote)",Track 14 on Ctrl.,3:18,"Jun 9, 2017",Album Track,Yes,https://mega.nz/folder/GppUFAaJ#VH8PJ_ANDOkoD9NfAXCodg
Ctrl [V2],"Love Galore (Alt Version)
(prod. The Antydote, Carter Lang & ThankGod4Cody)",Track 15 on Ctrl (Deluxe).,4:33,"Jun 9, 2022",Album Track,Yes,https://mega.nz/folder/v8I00BYY#zQs0_pJJ_wZh4g0WinUBDg
Ctrl [V2],"2AM
(prod. ThankGod4Cody)
(twoAM)",Track 16 on Ctrl (Deluxe).,4:02,"Jun 9, 2022",Album Track,Yes,https://mega.nz/folder/v8I00BYY#zQs0_pJJ_wZh4g0WinUBDg
Ctrl [V2],"Miles
(prod. The Antydote)
(Sick In The Head)",Track 17 on Ctrl (Deluxe).,1:09,"Jun 9, 2022",Album Track,Yes,https://mega.nz/folder/v8I00BYY#zQs0_pJJ_wZh4g0WinUBDg
Ctrl [V2],"Percolator
(prod. ThankGod4Cody & The Antydote)",Track 18 on Ctrl (Deluxe).,1:24,"Jun 9, 2022",Album Track,Yes,https://mega.nz/folder/v8I00BYY#zQs0_pJJ_wZh4g0WinUBDg
Ctrl [V2],"Tread Carefully
(prod. ThankGod4Cody)",Track 19 on Ctrl (Deluxe).,3:02,"Jun 9, 2022",Album Track,Yes,https://mega.nz/folder/v8I00BYY#zQs0_pJJ_wZh4g0WinUBDg
Ctrl [V2],"Awkward
(prod. Michael Uzowuru)",Track 20 on Ctrl (Deluxe).,2:58,"Jun 9, 2022",Album Track,Yes,https://mega.nz/folder/v8I00BYY#zQs0_pJJ_wZh4g0WinUBDg
