Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Trip At Knight,"Demon Time
(feat. Ski Mask The Slump God) (prod. Nadddot)",Track 9 on Trip At Knight.,2:39,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/5kyiTQjYaQVDhapExFQdwA?si=9174150b1b3a4423
Trip At Knight,"Matt Hardy 999
(feat. Juice WRLD) (prod. Rip, Cashmere Cat, Jasper Harris, Aaron Shadrow, ​star boy & Outtatown)
(1400 / 999 Freestyle, Pt. 2)","Track 10 on Trip At Knight. The track was first teased within a YouTube interview with No Jumper in September of 2018, before it leaking on January 23, 2020. On July 14, 2021, a snippet of a new version of the song surfaced, featuring a “rage” style instrumental meant for the album.
The Song Was Put-Together Posthumously.",3:08,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/4zkFR93VC5H04YhnYxr2zz?si=8063a8be7b864caa
Trip At Knight,"Vibes
(prod. flansie, 3rdup & 2sided)",Track 11 on Trip At Knight.,2:04,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/6H2kBrZhwydtuzmywDSiyz?si=c12efd12ce7f4da7
Trip At Knight,"New Money
(prod. Lukovic & ​flansie)",Track 12 on Trip At Knight.,2:24,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/1F0mm1oM0z7WClA6DvOFf4?si=e87ffba0768e423b
Trip At Knight,"Danny Phantom
(feat. XXXTENTACION) (prod. Cashmere Cat, Outtatown & ​star boy)
(GHOST BUSTERS)","Track 13 on Trip At Knight. This is a reworked version of Trippie’s June 2018 song, “Ghost Busters.” The new version is backed by a new “rage” style instrumental and doesn’t contain the original’s verses from Quavo and Ski Mask the Slump God.
X’s close friend and longtime producer, John Cunningham, commented on X’s feature, revealing that X’s verse was taken from their “Ghost Busters,”

""Tellin y’all now so u don’t hate us when it comes out this is x verse from ghostbusters""

The difference in X’s verse is that there are new ad-libs that are most likely in an unreleased demo of this song.
The Song Was Put-Together Posthumously.",2:16,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/2CxXnPvHjWOrzSVvNs0j8c?si=7a82aff0fa944849
Trip At Knight,"Space Time
(prod. bart how & ​star boy)
(Top 5)",Track 14 on Trip At Knight.,1:59,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/4CmYuwHq3qKz6pSlSXw5M0?si=c3baf6efa3a549bb
Trip At Knight,"Baki [V1]
(prod. Nadddot & ​sean baby)","Originally on the first version of Trip At Knight. This features a Baki sample for the outro, going..

""Baki launched Shunsei's destructive fist and then precisely strikes the tip of Shunsei's jaw
Causing his brain to slam into the inner-walls of his skull
Setting off a cascade effect similar to a pinball game
As his brain ricochets inside his head resulting in symptoms that mimic a concussion
Plants a devastating kick, driving Shunsei fully into unconsciousness
And with that, Baki brings the fight to an end""",2:27,"Aug 19, 2021",Other,No,https://www.youtube.com/watch?v=AXNZOHmJlPA
Trip At Knight,"Baki [V2]
(prod. Nadddot & ​sean baby)",Track 15 on Trip At Knight. This version of the song was featured on the completed version of the album. It doesn't feature the Baki sample outro.,2:27,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/5xdd1iY2u2uXVurZSAJh6g?si=83571a18febd4869
Trip At Knight,"iPhone
(prod. curtains & Young Cutta)",Track 16 on Trip At Knight.,2:01,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/0JTy58IS6dnpqn0El1Y4ZK?si=22d91edc83f44fb4
Trip At Knight,"Rich MF
(feat. Polo G & Lil Durk) (prod. HerreraBeats, Hitmaka, JTBeatz, Turn Me Up Josh & Young Cutta)",Track 17 on Trip At Knight.,4:07,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/59yWjAqWEezHGJbayCkgUh?si=d2deccbd0a164f7c
Trip At Knight,"Captain Crunch
(feat. Sada Baby, Icewear Vezzo, & Babyface Ray) (prod. star boy, Outtatown & UK24)",Track 18 on Trip At Knight.,4:10,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/1zHq8QonUYkRUYESt17p9f?si=294ad486c5b04645
Trip At Knight,"MP5 [Music Video]
(feat. SoFaygo) (prod. ​star boy)","Official music video for track 5 on Trip At Knight, directed by Mooch, executive produced by Nolan Riddle, art frames by YaLocalOffGod.",3:38,"Aug 20, 2021",Other,No,https://www.youtube.com/watch?v=_sy5O4bQmgg
Trip At Knight,"Betrayal
(feat. Drake) (prod. Taz Taylor, ​Pinkgrillz & Dynox)","Track 3 on Trip At Knight. While the album released on August 20th, 2021, Before it wasn't on the project originally but Trippie would go on to tease a snippet of the song in an Instagram post the very same day, captioning the post: 
""TRIPPIE & @champagnepapi – Betrayal 🤍 Give me 350k comments I’ll add it to TRIP AT KNIGHT ! GO hurry before I change my mind""",2:32,"Aug 21, 2021",Album Track,Yes,https://open.spotify.com/track/0XqGHtlXsdVW2n8HJ3KyeE?si=f7f683e53306494c
Trip At Knight,"Matt Hardy 999 [Music Video]
(feat. Juice WRLD) (prod. Rip, Cashmere Cat, Jasper Harris, Aaron Shadrow, ​star boy & Outtatown)
(1400 / 999 Freestyle, Pt. 2)","Official music video for track 10 on Trip At Knight, animated by KDC Vision.",3:14,"Aug 21, 2021",Other,No,https://www.youtube.com/watch?v=47JKU1sYFzw
"9 Album Track(s)
0 Single(s)
15 Feature(s)
9 Music Video(s)
0 Other","hα†ε ïš dεαd
(hate is dead, Trip At Knight Deluxe)","(August 21, 2021) (Trip At Knight is released)
(Dec 20, 2021) (hα†ε ïš dεαd is released)",,,Other,,
hα†ε ïš dεαd,"Molly Hearts [Music Video]
(prod. ​star boy, Outtatown & Loesoe)","Official music video for track 1 on Trip At Knight, directed by WAVYLORD.",2:45,2021,Other,No,https://www.youtube.com/watch?v=ynkjmuqL6Ik
hα†ε ïš dεαd,"Danny Phantom [Music Video]
(feat. XXXTENTACION) (prod. Cashmere Cat, Outtatown & ​star boy)
(GHOST BUSTERS)","Official music video for track 13 on Trip At Knight, animated by KDC Vision.
The Music Video Was Put-Together Posthumously.",2:36,"Aug 23, 2021",Other,No,https://www.youtube.com/watch?v=iocyX0UJSF0
hα†ε ïš dεαd,"Supernatural [Music Video]
(prod. Nadddot, Rok & Warren Hunter)","Official music video for track 8 on Trip At Knight, directed by Mooch, creative director being Nolan Riddle, produced by No Crdntls.",2:34,"Aug 24, 2021",Other,No,https://www.youtube.com/watch?v=A7q3bgoEQEY
hα†ε ïš dεαd,"Lil Tecca - CHOPPA SHOOT THE LOUDEST
(feat. Trippie Redd & Chief Keef) (prod. DT, Cxdy, Taz Taylor, Dynox & Ryder Johnson)",Track 9 on We Love You Tecca 2.,4:01,"Aug 27, 2021",Feature,Yes,https://open.spotify.com/track/2MyQK6cKu9IAzNXiBm7TD0?si=32c0cfb20a0a43e9
hα†ε ïš dεαd,"Demon Time [Music Video]
(feat. Ski Mask The Slump God) (prod. Nadddot)","Official music video for track 9 on Trip At Knight, this video also features a small snippet of the original version of the song with the original insturmental. The video was directed by Tyler Griffin, creative director being Nolan Riddle, produced by No Crdntls.",2:57,"Sep 1, 2021",Other,No,https://www.youtube.com/watch?v=wm4NCHcw0Yk
hα†ε ïš dεαd,"Jeris Johnson - Friday
(feat. Trippie Redd) (prod. Jeris Johnson & SACCO)",Track 4 on I WANT BLOOD / i want love.,2:19,"Oct 8, 2021",Feature,Yes,https://open.spotify.com/track/0WeflbcCOlrKZCqifZHwnH?si=61ce41da77284edb
hα†ε ïš dεαd,"GO CRAZY [Music Video]
(prod. Nadddot)","This song was initially previewed on Rocket Da Goon’s Instagram story on July 19th, 2021.
The track was then previewed again on Texas artist, KanKan’s 5th LA vlog video on August 15th, 2021.
This track was yet again previewed and sang acapella in Trippie Redd’s live video on September 20th, 2021 and a snippet of the music video emerged on October 17th, 2021 with the song releasing the next day.",2:04,"Oct 18, 2021",Other,No,https://www.youtube.com/watch?v=hPS3CQGE4i4
hα†ε ïš dεαd,"TyFontaine - Somethin Bout Me
(feat. Trippie Redd) (prod. Ryder Johnson)",Track 2 on Ascension (Deluxe) - Virtual World 2.,1:46,"Oct 20, 2021",Feature,Yes,https://open.spotify.com/track/1NAPpB75jrawPCjoE7KQGb?si=0fccf5cef9034bac
hα†ε ïš dεαd,"Evvv - From The City
(feat. Trippie Redd)",Track 2 on Baby Neutron.,2:24,"Oct 28, 2021",Feature,No,https://soundcloud.com/evvyy/from-the-city-feat-trippie?in=evvyy/sets/baby-neutron
hα†ε ïš dεαd,"IDK - Dinner Date
(feat. Trippie Redd) (prod. .idk., Take a Daytrip, Westen Weiss & Blue Rondo)",Track 18 on USEE4YOURSELF (Deluxe).,2:46,"Oct 29, 2021",Feature,Yes,https://open.spotify.com/track/41KtwBtTPPlh77GPz01SDa?si=421bdc4fbb154a86
hα†ε ïš dεαd,"KA$HDAMI - Head$hot! [V1]
(feat. Trippie Redd) (prod. FwThis1Will & 1kSensei)",Track 5 on HYPERNOVA. Has extra vocals and longer outro.,2:45,"Nov 11, 2021",Feature,No,https://soundcloud.com/kashdami/headhot-feat-trippie-redd
hα†ε ïš dεαd,"KA$HDAMI - Head$hot! [V2]
(feat. Trippie Redd) (prod. FwThis1Will & 1kSensei)",Track 5 on HYPERNOVA.,2:16,"Nov 12, 2021",Feature,Yes,https://open.spotify.com/track/6xLaQvMFknex88LVALSgYP?si=3c4d1cc008e74145
hα†ε ïš dεαd,"KA$HDAMI - Head$hot! [Music Video]
(feat. Trippie Redd) (prod. FwThis1Will & 1kSensei)",Official music video for track 5 on HYPERNOVA.,2:16,"Nov 15, 2021",Other,No,https://www.youtube.com/watch?v=kQ3VshNao9U
hα†ε ïš dεαd,"Sunny 2point0 - Star Power [Music Video]
(feat. Trippie Redd) (prod. star boy)","Official music video for track 11 on Been Boomin with guest appearances from mgk, Dayytona Fox, and Buddah Bands, directed by Gxdlike.",3:34,"Nov 24, 2021",Other,No,https://www.youtube.com/watch?v=NvuD9LB1B5g
hα†ε ïš dεαd,"Mr. Green - If I Don't Go To Hell 3022
(feat. Janice & Trippie Redd) (prod. Mr. Green)","December 2021 feature. The song was removed from Spotify for some reason but still on Tidal, Amazon Music, and Youtube.",3:11,"Dec 1, 2021",Feature,No,https://www.youtube.com/watch?v=h7YKk3pT8pQ
hα†ε ïš dεαd,"K Suave - DeathStar
(feat. Trippie Redd & KanKan) (prod. Loesoe & Seal)",Track 8 on Sexually Active.,4:21,"Dec 3, 2021",Feature,Yes,https://open.spotify.com/track/6HApb3dx0i95Qj8SEgXCAt?si=314c426edbb7447c
hα†ε ïš dεαd,"K Suave - Hipnotica
(feat. Trippie Redd & Zelly Ocho) (prod. ​eli.yf, Dreamz & Manosrevenge)",Track 18 on Sexually Active.,2:44,"Dec 3, 2021",Feature,Yes,https://open.spotify.com/track/5nWnJjAIldZeHEREjwrFan?si=97493e1b468847f7
hα†ε ïš dεαd,"ILLENIUM - Story Of My Life
(feat. Trippie Redd & Sueco) (prod. ILLENIUM, ​dwilly & Colin Brittain)",December 2021 feature.,3:11,"Dec 3, 2021",Feature,Yes,https://open.spotify.com/track/2MyQK6cKu9IAzNXiBm7TD0?si=32c0cfb20a0a43e9
hα†ε ïš dεαd,"K Suave - Hipnotica [Music Video]
(feat. Trippie Redd & Zelly Ocho) (prod. ​eli.yf, Dreamz & Manosrevenge)",Official music video for track 18 on Sexually Active.,2:48,"Dec 9, 2021",Other,No,https://www.youtube.com/watch?v=JcUT8xgqEuI
hα†ε ïš dεαd,"Chris King - Peta
(feat. Trippie Redd) (prod. Nadddot)
(Ghost)",Track 3 on MUCUS.,4:04,"Dec 11, 2021",Feature,Yes,https://open.spotify.com/track/7MBeEEmSCIcpcC1wRS0eTf?si=2548eaaa9fd34737
hα†ε ïš dεαd,"Chris King - Million $ Rings
(feat. Trippie Redd & Quavo) (prod. Thank You Fizzle, CHASETHEMONEY & DJ Durel)",Track 4 on MUCUS.,2:42,"Dec 11, 2021",Feature,Yes,https://open.spotify.com/track/7biR3bXxJg3A9ZqXUThIh5?si=6af9e2c7cfb2487d
hα†ε ïš dεαd,"Chris King - KING OF THE HILLS
(feat. Trippie Redd) (prod. CGM Beats & Louis)",Track 11 on MUCUS.,3:41,"Dec 11, 2021",Feature,Yes,https://open.spotify.com/track/7bC3UX1i2M6StpIyel76Ee?si=e8267f60967c431e
hα†ε ïš dεαd,"Oliver Tree - Life Goes On (Remix) [Music Video]
(feat. Trippie Redd & Ski Mask The Slump God) (prod. Whethan, Getter & Oliver Tree)","Released via the Lyrical Lemonade YouTube channel, directed by Cole Bennett, co-directed by Oliver Tree.",3:18,"Dec 17, 2021",Other,No,https://www.youtube.com/watch?v=2e54Oy_bqEk
hα†ε ïš dεαd,"Oliver Tree - Life Goes On (Remix)
(feat. Trippie Redd & Ski Mask The Slump God) (prod. Whethan, Getter & Oliver Tree)",December 2021 feature.,3:02,"Dec 17, 2021",Feature,Yes,https://open.spotify.com/track/07ShpyCaAqfCseA3fWFFMY?si=8578522143444166
hα†ε ïš dεαd,"𝔉𝔦𝔯𝔢 ℑ𝔫 𝔐𝔶 ℌ𝔢𝔞𝔯𝔱 <3
(prod. Loesoe & Supah Mario)
(Fire In My Heart, Love Me Now)","Track 1 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter. A two-part song containing songs ""Fire In My Heart"" and ""Love Me Now.""",3:48,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/3a-1?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"𝕽𝖊𝖆𝖉𝖞 𝕱𝖔𝖗 𝕷𝖔𝖛𝖊
(prod. Level)
(Ready For Love)",Track 2 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter.,1:35,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/ready-for-love?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"𝔰𝔬 𝔗ℌ𝔄𝔑𝔎𝔉𝔘𝔏
(prod. Nadddot)
(so THANKFUL)",Track 3 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter.,1:42,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/so-thankful?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"ℜՅ𝔇 𝔏𝔦𝔑Յ
(prod. Loesoe)
(R3D LiN3)",Track 4 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter.,2:44,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/r-d-lin?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"𝔗𝔥𝔯𝔬𝔴 ℑ𝔱 𝔘𝔭
(prod. Seal & Loesoe)
(Throw It Up)",Track 5 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter.,2:03,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/throw-it-up?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"ℑ 𝔊𝔬𝔱 𝔊𝔞𝔪𝔢
(prod. Loesoe)
(I Got Game)",Track 6 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter.,2:46,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/i-got-game?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"𝔐𝔲𝔡
(prod. ​twoprxducers & UK24)
(Mud)",Track 7 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter.,2:21,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/mud?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"𝕱𝖔𝖗𝖊𝖛𝖊𝖗 𝖄𝖔𝖚𝖓𝖌
(prod. Loesoe)
(Forever Young)",Track 8 on hα†ε ïš dεαd. Posted on Soundcloud by hnzrhunter.,1:50,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/forever-young?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
hα†ε ïš dεαd,"𝔥𝔞𝔱𝔢
(feat. K Suave & Zelly Ocho) (prod. ​flansie)
(hate)",Track 9 on hα†ε ïš dεαd as a bonus track. Posted on Soundcloud by hnzrhunter.,1:49,"Dec 20, 2021",Album Track,No,https://soundcloud.com/trippieredd/hate-ft-k-suave-zelly-ocho?in=trippieredd/sets/ha-e-dead&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
"2 Album Track(s)
1 Single(s)
19 Feature(s)
7 Music Video(s)
0 Other","First Draft
(ALLTY5 V1)","(Dec 20, 2021) (hα†ε ïš dεαd is released)
(Sep 30, 2022) (First Draft is released)",,,Other,,
First Draft,"𝔰𝔬 𝔗ℌ𝔄𝔑𝔎𝔉𝔘𝔏 [Music Video]
(prod. Nadddot)
(so THANKFUL)","Official music video for track 3 on hα†ε ïš dεαd, directed and released by DotComNirvan.",1:42,"Dec 24, 2021",Other,No,https://www.youtube.com/watch?v=xSAcIMcZAcc
First Draft,"DJ PHAT - From The MUDD
(feat. Zelly Ocho & Trippie Redd) (prod. DJ Phat)","Released on DJ PHAT's Soundcloud and is track 6 on Sip In Peace. The track was offically released on Zelly Ocho's platform on August 17, 2024.",2:37,"Dec. 24, 2021",Feature,Yes,https://open.spotify.com/album/6KrN9fa5m9BdTILnVYhLdh?si=-rohpym9QuK-pabIHlj_cA
First Draft,"CHXPO - So Icy Goth Boys
(feat. Trippie Redd, KILLKODY & Only1jose) (prod. 4OUR & Nadddot)",December 2021 feature.,5:09,"Dec 25, 2021",Feature,No,https://soundcloud.com/yun-chxpo/so-icy-goth-boys-trippie-redd
First Draft,"Uh Uh [Music Video]
(prod. Supah Mario)
(Hit 'Em With The)",Released with a music video on YouTube via DotComNirvan.,1:56,"Jan 8, 2022",Other,No,https://www.youtube.com/watch?v=TWuXELGb1r8
First Draft,"Tyla Yawah - Do No Wrong
(feat. Trippie Redd & PnB Rock) (prod. Sean Sison & Tes Siyoum)",January 2022 feature,2:59,"Jan 15, 2022",Feature,Yes,https://open.spotify.com/track/7CxH1tODk6zn4VrqXmJ0MF?si=e9ca561adb24457b
First Draft,"Stoned [Music Video]
(prod. ​jhuff, Nadddot & Bugz Ronin)",Released with a music video on YouTube via WAVYLORD.,2:37,"Jan. 23, 2022",Other,No,https://www.youtube.com/watch?v=IQ38RisJv4w
First Draft,"$NOT - ALONE
(feat. Trippie Redd) (prod. Loesoe)",Track 6 on Ethereal.,2:16,"Feb 11, 2022",Feature,Yes,https://open.spotify.com/track/3nifv7CIkBQTOKzATNEGNK?si=c2a5fc4c6c124d0c
First Draft,"𝔉𝔦𝔯𝔢 ℑ𝔫 𝔐𝔶 ℌ𝔢𝔞𝔯𝔱 <3 [Music Video]
(prod. Loesoe & Supah Mario)
(Fire In My Heart, Love Me Now)","Official music video for track 1 on hα†ε ïš dεαd, directed and released by DotComNirvan.",3:49,"Feb 13, 2022",Other,No,https://www.youtube.com/watch?v=PmUnzgNETNo
First Draft,"Kill La Kill [Music Video]
(prod. Skimayne & ​flansie)",Released with a music video on YouTube via DotComNirvan.,1:19,"Feb. 20, 2022",Other,No,https://www.youtube.com/watch?v=6OmgCP96IOk
First Draft,"YNW BSlime - The Mob
(feat. Trippie Redd, YNW Melly, & YNW Bortlen) (prod. EY3ZLOWBEATZ)",March 2022 feature.,3:57,"Mar 4, 2022",Feature,Yes,https://open.spotify.com/track/6NuGhdLQfrYvG5wBnaBnb1?si=e6c48a5123c14ff4
First Draft,"Robb Banks - It's Lifted
(feat. Trippie Redd) (prod. Nurі)
(LIFTED)",Track 6 on FALCONIA.,2:22,"Mar 14, 2022",Feature,Yes,https://open.spotify.com/track/5kxhllnJgRtGwrzFGvzqdu?si=9f59fe7a404c470a
First Draft,"Freshie - midnightCLUB!
(feat. Trippie Redd) (prod. UK24, Outtatown & ​star boy)",Track 7 on dirtyBOY!.,1:58,"Mar 17, 2022",Feature,Yes,https://open.spotify.com/track/0yy8fXe6p2fFPJPMU5oy5m?si=79fe30a55fe84ed0
First Draft,"Chris King - DO WITH YOU
(feat. Trippie Redd) (prod. Chopsquad DJ)",Track 24 on MUCUS (Deluxe Edition).,3:11,"Mar 18, 2022",Feature,Yes,https://open.spotify.com/track/0o8tWMvxUpk54HaGL0jqPb?si=d545cd90455f4be9
First Draft,"SSGKobe - ESCAPE YOUR LOVE
(feat. Trippie Redd) (prod. Jonnywood, Charlie Heat & Jaasu)",March 2022 feature.,3:19,"Mar 18, 2022",Feature,Yes,https://open.spotify.com/track/2dXQJ3cCBmaeX2QZVVh3cI?si=58e33e7e07d74c16
First Draft,"Juice WRLD - Feline
(feat. Trippie Redd & Polo G) (prod. Nick Mira, DT & Haan)","Track 13 on Fighting Demons.
The Song Was Put-Together Posthumously.",3:32,"Mar 18, 2022",Feature,Yes,https://open.spotify.com/track/45ttRl8uNtJkop7r9dmP4e?si=75c7fc848fd54926
First Draft,"BEAR1BOSS - Time I'm On
(feat. Trippie Redd & Zelly Ocho) (prod. Loesoe)",Track 10 on Dynamic.,2:15,"Apr 1, 2022",Feature,No,https://soundcloud.com/v14d/zelly-ocho-x-trippie-redd-x-bear1boss-time-im-on
First Draft,"Yung Nation - Still Crucial
(feat. Trippie Redd & Fooly Faime) (prod. Fuego214, Crizzy G & Q Smith On The Beat)","The song was first previewed back in the start of 2018. At the end of 2018, it was scheduled to come out in Janurary 27, 2019 then at the start of 2020 it got leaked. April 13, 2022, the song was released.",3:06,"Apr 13, 2022",Feature,Yes,https://open.spotify.com/track/1QFFrAsGCyvWbAk73sDPid
First Draft,"Hero The Band - Might Find Love
(feat. Trippie Redd & Audio Chateau) (prod. Audio Chateau, Jared Gutstadt & Jeff Peters)",Track 7 on Sonic Leap: Songs from the Podcast Musical.,2:34,"May 20, 2022",Feature,Yes,https://open.spotify.com/track/3hskQs1TPzr2tqhcIacGf7?si=b16ec0d9cdfa4b66
First Draft,"teamwork. - Love & Drugs
(feat. Trippie Redd & Trevor Daniel) (prod. Taylor Bird)",June 2022 feature.,4:26,"Jun 3, 2022",Feature,No,https://www.youtube.com/watch?v=iPRx83olE3M
First Draft,"Ne-Yo - Push Up
(feat. Trippie Redd) (prod. FRANKIEONTHEGUITAR)",Track 7 on Self Explanatory.,2:29,"Jul 15, 2022",Feature,Yes,https://open.spotify.com/track/3KBx7XYQcsm4sr4zs5f55j?si=13f34b0741a84192
First Draft,"S-X - all night
(feat. Trippie Redd) (prod. Rico Love & Digital Farm Animals)",Track 12 on things change.,3:07,"Jul 29, 2022",Feature,Yes,https://open.spotify.com/track/7BXSt0py8e7zPECkqsVgKb?si=02f46ded253a4217
First Draft,"Marshmello & Mae Muller - American Psycho
(with Trippie Redd) (prod. Marshmello, Jeppe London, Samuel Ledet & Cutfather)",July 2022 feature.,2:33,"Jul 29, 2022",Feature,Yes,https://open.spotify.com/track/32il27dOrLpIru8Evp4Pu7?si=46f0ddc1ed8d4767
First Draft,"Big 14
(feat. Offset & Moneybagg Yo) (prod. Honorable C.N.O.T.E.)","The track was first previewed on Trippie’s LIFE’S A TRIP tour and could possibly be seen as an album throwaway.
On May 21, 2022, Trippie took to Instagram to announce the release of the song while previewing Moneybagg Yo’s verse. In the comment section of the post, Trippie also hinted at a possible release of A Love Letter To You 5.

While the song’s features were thought to be Offset, Travis Scott, and Lil Uzi Vert, it was officially announced that neither Travis nor Uzi would be featured, however, Moneybagg Yo would.",4:07,"Aug 5, 2022",Single,Yes,https://open.spotify.com/track/6QwxfYarykL4lGiNLixdHd?si=f461663e44164519
